K043;FORMACION ANORMAL DE TEJIDO DURO EN LA PULPA;ENFERMEDADES DE LA PULPA Y DE LOS TEJIDOS PERIAPICALES;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K04;11;A
K044;PERIODONTITIS APICAL AGUDA ORIGINADA EN LA PULPA;ENFERMEDADES DE LA PULPA Y DE LOS TEJIDOS PERIAPICALES;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K04;11;A
K045;PERIODONTITIS APICAL CRONICA;ENFERMEDADES DE LA PULPA Y DE LOS TEJIDOS PERIAPICALES;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K04;11;A
K046;ABSCESO PERIAPICAL CON FISTULA;ENFERMEDADES DE LA PULPA Y DE LOS TEJIDOS PERIAPICALES;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K04;11;A
K047;ABSCESO PERIAPICAL SIN FISTULA;ENFERMEDADES DE LA PULPA Y DE LOS TEJIDOS PERIAPICALES;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K04;11;A
K048;QUISTE RADICULAR;ENFERMEDADES DE LA PULPA Y DE LOS TEJIDOS PERIAPICALES;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K04;11;A
K049;OTRAS ENFERMEDADES Y LAS NO ESPECIFICADAS DE LA PULPA Y DEL TEJIDO PERIAPICAL;ENFERMEDADES DE LA PULPA Y DE LOS TEJIDOS PERIAPICALES;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K04;11;A
K050;GINGIVITIS AGUDA;GINGIVITIS Y ENFERMEDADES PERIODONTALES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K05;11;A
K051;GINGIVITIS CRONICA;GINGIVITIS Y ENFERMEDADES PERIODONTALES;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K05;11;A
K052;PERIODONTITIS AGUDA;GINGIVITIS Y ENFERMEDADES PERIODONTALES;3;2;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K05;11;A
K053;PERIODONTITIS CRONICA;GINGIVITIS Y ENFERMEDADES PERIODONTALES;3;2;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K05;11;A
K054;PERIODONTOSIS;GINGIVITIS Y ENFERMEDADES PERIODONTALES;3;2;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K05;11;A
K055;OTRAS ENFERMEDADES PERIODONTALES;GINGIVITIS Y ENFERMEDADES PERIODONTALES;3;2;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K05;11;A
K056;ENFERMEDAD DEL PERIODONTO-NO ESPECIFICADA;GINGIVITIS Y ENFERMEDADES PERIODONTALES;3;2;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K05;11;A
K060;RETRACCION GINGIVAL;OTROS TRASTORNOS DE LA ENCIA Y DE LA ZONA EDENTULA;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K06;11;A
K061;HIPERPLASIA GINGIVAL;OTROS TRASTORNOS DE LA ENCIA Y DE LA ZONA EDENTULA;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K06;11;A
K062;LESIONES DE LA ENCIA Y DE LA ZONA EDENTULA ASOCIADAS CON TRAUMATISMO;OTROS TRASTORNOS DE LA ENCIA Y DE LA ZONA EDENTULA;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K06;11;A
K068;OTROS TRASTORNOS ESPECIFICADOS DE LA ENCIA Y DE LA ZONA EDENTULA;OTROS TRASTORNOS DE LA ENCIA Y DE LA ZONA EDENTULA;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K06;11;A
K069;TRASTORNO NO ESPECIFICADO DE LA ENCIA Y DE LA ZONA EDENTULA;OTROS TRASTORNOS DE LA ENCIA Y DE LA ZONA EDENTULA;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K06;11;A
K070;ANOMALIAS EVIDENTES DEL TAMANO DE LOS MAXILARES;ANOMALIAS DENTOFACIALES (INCLUSO LA MALOCLUSION);3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K07;11;A
K071;ANOMALIAS DE LA RELACION MAXILOBASILAR;ANOMALIAS DENTOFACIALES (INCLUSO LA MALOCLUSION);3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K07;11;A
K072;ANOMALIAS DE LA RELACION ENTRE LOS ARCOS DENTARIOS;ANOMALIAS DENTOFACIALES (INCLUSO LA MALOCLUSION);3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K07;11;A
K073;ANOMALIAS DE LA POSICION DEL DIENTE;ANOMALIAS DENTOFACIALES (INCLUSO LA MALOCLUSION);3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K07;11;A
K074;MALOCLUSION DE TIPO NO ESPECIFICADO;ANOMALIAS DENTOFACIALES (INCLUSO LA MALOCLUSION);3;2;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K07;11;A
K075;ANOMALIAS DENTOFACIALES FUNCIONALES;ANOMALIAS DENTOFACIALES (INCLUSO LA MALOCLUSION);3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K07;11;A
K076;TRASTORNOS DE LA ARTICULACION TEMPOROMAXILAR;ANOMALIAS DENTOFACIALES (INCLUSO LA MALOCLUSION);3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K07;11;A
K078;OTRAS ANOMALIAS DENTOFACIALES;ANOMALIAS DENTOFACIALES (INCLUSO LA MALOCLUSION);3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K07;11;A
K079;ANOMALIA DENTOFACIAL-NO ESPECIFICADA;ANOMALIAS DENTOFACIALES (INCLUSO LA MALOCLUSION);3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K07;11;A
K080;EXFOLIACION DE LOS DIENTES DEBIDA A CAUSAS SISTEMICAS;OTROS TRASTORNOS DE LOS DIENTES Y DE SUS ESTRUCTURAS DE SOSTEN;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K08;11;A
K081;PERDIDA DE DIENTES DEBIDA A ACCIDENTE-EXTRACCION O ENFERMEDAD PERIODONTAL LOCAL;OTROS TRASTORNOS DE LOS DIENTES Y DE SUS ESTRUCTURAS DE SOSTEN;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K08;11;A
K082;ATROFIA DEL REBORDE ALVEOLAR DESDENTADO;OTROS TRASTORNOS DE LOS DIENTES Y DE SUS ESTRUCTURAS DE SOSTEN;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K08;11;A
K083;RAIZ DENTAL RETENIDA;OTROS TRASTORNOS DE LOS DIENTES Y DE SUS ESTRUCTURAS DE SOSTEN;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K08;11;A
K088;OTRAS AFECCIONES ESPECIFICADAS DE LOS DIENTES Y DE SUS ESTRUCTURAS DE SOSTEN;OTROS TRASTORNOS DE LOS DIENTES Y DE SUS ESTRUCTURAS DE SOSTEN;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K08;11;A
K089;TRASTORNO DE LOS DIENTES Y DE SUS ESTRUTURAS DE SOSTEN-NO ESPECIFICADO;OTROS TRASTORNOS DE LOS DIENTES Y DE SUS ESTRUCTURAS DE SOSTEN;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K08;11;A
K090;QUISTES ORIGINADOS POR EL DESARROLLO DE LOS DIENTES;QUISTES DE LA REGION BUCAL NO CLASIFICADAS EN OTRA PARTE;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K09;11;A
K091;QUISTES DE LAS FISURAS DE LA REGION ORAL (NO ODONTOGENICOS);QUISTES DE LA REGION BUCAL NO CLASIFICADAS EN OTRA PARTE;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K09;11;A
K092;OTROS QUISTES DE LOS MAXILARES;QUISTES DE LA REGION BUCAL NO CLASIFICADAS EN OTRA PARTE;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K09;11;A
K098;OTROS QUISTES DE LA REGION BUCAL-NO CLASIFICADOS EN OTRA PARTE;QUISTES DE LA REGION BUCAL NO CLASIFICADAS EN OTRA PARTE;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K09;11;A
K099;QUISTE DE LA REGION BUCAL-SIN OTRA ESPECIFICACION;QUISTES DE LA REGION BUCAL NO CLASIFICADAS EN OTRA PARTE;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K09;11;A
K100;TRASTORNOS DEL DESARROLLO DE LOS MAXILARES;OTRAS ENFERMEDADES DE LOS MAXILARES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K10;11;A
K101;GRANULOMA CENTRAL DE CELULAS GIGANTES;OTRAS ENFERMEDADES DE LOS MAXILARES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K10;11;A
K102;AFECCIONES INFLAMATORIAS DE LOS MAXILARES;OTRAS ENFERMEDADES DE LOS MAXILARES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K10;11;A
K103;ALVEOLITIS DEL MAXILAR;OTRAS ENFERMEDADES DE LOS MAXILARES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K10;11;A
K108;OTRAS ENFERMEDADES ESPECIFICADAS DE LOS MAXILARES;OTRAS ENFERMEDADES DE LOS MAXILARES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K10;11;A
K109;ENFERMEDAD DE LOS MAXILARES-NO ESPECIFICADA;OTRAS ENFERMEDADES DE LOS MAXILARES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K10;11;A
K110;ATROFIA DE GLANDULA SALIVAL;ENFERMEDADES DE LAS GLANDULAS SALIVALES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K11;11;A
K111;HIPERTROFIA DE GLANDULA SALIVAL;ENFERMEDADES DE LAS GLANDULAS SALIVALES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K11;11;A
K112;SIALADENITIS;ENFERMEDADES DE LAS GLANDULAS SALIVALES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K11;11;A
K113;ABSCESO DE GLANDULA SALIVAL;ENFERMEDADES DE LAS GLANDULAS SALIVALES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K11;11;A
K114;FISTULA DE GLANDULA SALIVAL;ENFERMEDADES DE LAS GLANDULAS SALIVALES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K11;11;A
K115;SIALOLITIASIS;ENFERMEDADES DE LAS GLANDULAS SALIVALES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K11;11;A
K116;MUCOCELE DE GLANDULA SALIVAL;ENFERMEDADES DE LAS GLANDULAS SALIVALES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K11;11;A
K117;ALTERACIONES DE LA SECRECION SALIVAL;ENFERMEDADES DE LAS GLANDULAS SALIVALES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K11;11;A
K118;OTRAS ENFERMEDADES DE LAS GLANDULAS SALIVALES;ENFERMEDADES DE LAS GLANDULAS SALIVALES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K11;11;A
K119;ENFERMEDAD DE GLANDULA SALIVAL-NO ESPECIFICADA;ENFERMEDADES DE LAS GLANDULAS SALIVALES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K11;11;A
K120;ESTOMATITIS AFTOSA RECURRENTE;ESTOMATITIS Y LESIONES AFINES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K12;11;A
K121;OTRAS FORMAS DE ESTOMATITIS;ESTOMATITIS Y LESIONES AFINES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K12;11;A
K122;CELULITIS Y ABSCESO DE BOCA;ESTOMATITIS Y LESIONES AFINES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K12;11;A
K123;MUCOSITIS ORAL (ULCERATIVA);ESTOMATITIS Y LESIONES AFINES;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K12;11;A
K130;ENFERMEDADES DE LOS LABIOS;OTRAS ENFERMEDADES DE LOS LABIOS Y DE LA MUCOSA BUCAL;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K13;11;A
K131;MORDEDURA DEL LABIO Y DE LA MEJILLA;OTRAS ENFERMEDADES DE LOS LABIOS Y DE LA MUCOSA BUCAL;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K13;11;A
K132;LEUCOPLASIA Y OTRAS ALTERACIONES DEL EPITELIO BUCAL-INCLUYENDO LA LENGUA;OTRAS ENFERMEDADES DE LOS LABIOS Y DE LA MUCOSA BUCAL;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K13;11;A
K133;LEUCOPLASIA PILOSA;OTRAS ENFERMEDADES DE LOS LABIOS Y DE LA MUCOSA BUCAL;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K13;11;A
K134;GRANULOMA Y LESIONES SEMEJANTES DE LA MUCOSA BUCAL;OTRAS ENFERMEDADES DE LOS LABIOS Y DE LA MUCOSA BUCAL;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K13;11;A
K135;FIBROSIS DE LA SUBMUCOSA BUCAL;OTRAS ENFERMEDADES DE LOS LABIOS Y DE LA MUCOSA BUCAL;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K13;11;A
K136;HIPERPLASIA IRRITATIVA DE LA MUCOSA BUCAL;OTRAS ENFERMEDADES DE LOS LABIOS Y DE LA MUCOSA BUCAL;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K13;11;A
K137;OTRAS LESIONES Y LAS NO ESPECIFICADAS DE LA MUCOSA BUCAL;OTRAS ENFERMEDADES DE LOS LABIOS Y DE LA MUCOSA BUCAL;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K13;11;A
K140;GLOSITIS;ENFERMEDADES DE LA LENGUA;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K14;11;A
K141;LENGUA GEOGRAFICA;ENFERMEDADES DE LA LENGUA;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K14;11;A
K142;GLOSITIS ROMBOIDEA MEDIANA;ENFERMEDADES DE LA LENGUA;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K14;11;A
K143;HIPERTROFIA DE LAS PAPILAS LINGUALES;ENFERMEDADES DE LA LENGUA;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K14;11;A
K144;ATROFIA DE LAS PAPILAS LINGUALES;ENFERMEDADES DE LA LENGUA;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K14;11;A
K145;LENGUA PLEGADA;ENFERMEDADES DE LA LENGUA;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K14;11;A
K146;GLOSODINIA;ENFERMEDADES DE LA LENGUA;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K14;11;A
K148;OTRAS ENFERMEDADES DE LA LENGUA;ENFERMEDADES DE LA LENGUA;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K14;11;A
K149;ENFERMEDAD DE LA LENGUA-NO ESPECIFICADA;ENFERMEDADES DE LA LENGUA;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K14;11;A
K20X;ESOFAGITIS;ESOFAGITIS;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K20;11;A
K210;ENFERMEDAD DEL REFLUJO GASTROESOFAGICO CON ESOFAGITIS;ENFERMEDAD DEL REFLUJO GASTROESOFAGICO;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K21;11;A
K219;ENFERMEDAD DEL REFLUJO GASTROESOFAGICO SIN ESOFAGITIS;ENFERMEDAD DEL REFLUJO GASTROESOFAGICO;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K21;11;A
K220;ACALASIA DEL CARDIAS;OTRAS ENFERMEDADES DEL ESOFAGO;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K22;11;A
K221;ULCERA DEL ESOFAGO;OTRAS ENFERMEDADES DEL ESOFAGO;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K22;11;A
K222;OBSTRUCCION DEL ESOFAGO;OTRAS ENFERMEDADES DEL ESOFAGO;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K22;11;A
K223;PERFORACION DEL ESOFAGO;OTRAS ENFERMEDADES DEL ESOFAGO;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K22;11;A
K224;DISQUINESIA DEL ESOFAGO;OTRAS ENFERMEDADES DEL ESOFAGO;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K22;11;A
K225;DIVERTICULO DEL ESOFAGO-ADQUIRIDO;OTRAS ENFERMEDADES DEL ESOFAGO;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K22;11;A
K226;SINDROME DE LACERACION Y HEMORRAGIA GASTROESOFAGICAS;OTRAS ENFERMEDADES DEL ESOFAGO;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K22;11;A
K227;ESOFAGO DE BARRETT;OTRAS ENFERMEDADES DEL ESOFAGO;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K22;11;A
K228;OTRAS ENFERMEDADES ESPECIFICADAS DEL ESOFAGO;OTRAS ENFERMEDADES DEL ESOFAGO;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K22;11;A
K229;ENFERMEDAD DEL ESOFAGO-NO ESPECIFICADA;OTRAS ENFERMEDADES DEL ESOFAGO;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K22;11;A
K230;ESOFAGITIS TUBERCULOSA;TRASTORNOS DEL ESOFAGO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K23;11;A
K231;MEGAESOFAGO EN LA ENFERMEDAD DE CHAGAS;TRASTORNOS DEL ESOFAGO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K23;11;A
K238;TRASTORNOS DEL ESOFAGO EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;TRASTORNOS DEL ESOFAGO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K23;11;A
K250;ULCERA GASTRICA-AGUDA CON HEMORRAGIA;ULCERA GASTRICA;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K25;11;A
K251;ULCERA GASTRICA-AGUDA CON PERFORACION;ULCERA GASTRICA;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K25;11;A
K252;ULCERA GASTRICA-AGUDA CON HEMORRAGIA Y PERFORACION;ULCERA GASTRICA;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K25;11;A
K253;ULCERA GASTRICA-AGUDA SIN HEMORRAGIA NI PERFORACION;ULCERA GASTRICA;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K25;11;A
K254;ULCERA GASTRICA-CRONICA O NO ESPECIFICADA-CON HEMORRAGIA;ULCERA GASTRICA;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K25;11;A
K255;ULCERA GASTRICA-CRONICA O NO ESPECIFICADA-CON PERFORACION;ULCERA GASTRICA;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K25;11;A
K256;ULCERA GASTRICA-CRONICA O NO ESPECIFICADA-CON HEMORRAGIA Y PERFORACION;ULCERA GASTRICA;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K25;11;A
K257;ULCERA GASTRICA-CRONICA SIN HEMORRAGIA NI PERFORACION;ULCERA GASTRICA;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K25;11;A
K259;ULCERA GASTRICA-NO ESPECIFICADA COMO AGUDA NI CRONICA-SIN HEMORRAGIA NI PERFORACION;ULCERA GASTRICA;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K25;11;A
K260;ULCERA DUODENAL-AGUDA CON HEMORRAGIA;ULCERA DUODENAL;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K26;11;A
K261;ULCERA DUODENAL-AGUDA CON PERFORACION;ULCERA DUODENAL;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K26;11;A
K262;ULCERA DUODENAL-AGUDA CON HEMORRAGIA Y PERFORACION;ULCERA DUODENAL;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K26;11;A
K263;ULCERA DUODENAL-AGUDA SIN HEMORRAGIA NI PERFORACION;ULCERA DUODENAL;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K26;11;A
K264;ULCERA DUODENAL-CRONICA O NO ESPECIFICADA-CON HEMORRAGIA;ULCERA DUODENAL;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K26;11;A
K265;ULCERA DUODENAL-CRONICA O NO ESPECIFICADA-CON PERFORACION;ULCERA DUODENAL;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K26;11;A
K266;ULCERA DUODENAL-CRONICA O NO ESPECIFICADA-CON HEMORRAGIA Y PERFORACION;ULCERA DUODENAL;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K26;11;A
K267;ULCERA DUODENAL-CRONICA SIN HEMORRAGIA NI PERFORACION;ULCERA DUODENAL;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K26;11;A
K269;ULCERA DUODENAL-NO ESPECIFICADA COMO AGUDA NI CRONICA-SIN HEMORRAGIA NI PERFORACION;ULCERA DUODENAL;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K26;11;A
K270;ULCERA PEPTICA-DE SITIO NO ESPECIFICADO-AGUDA CON HEMORRAGIA;ULCERA PEPTICA-SITIO NO ESPECIFICADO;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K27;11;A
K271;ULCERA PEPTICA-DE SITIO NO ESPECIFICADO-AGUDA CON PERFORACION;ULCERA PEPTICA-SITIO NO ESPECIFICADO;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K27;11;A
K272;ULCERA PEPTICA-DE SITIO NO ESPECIFICADO-AGUDA CON HEMORRAGIA Y PERFORACION;ULCERA PEPTICA-SITIO NO ESPECIFICADO;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K27;11;A
K273;ULCERA PEPTICA-DE SITIO NO ESPECIFICADO-AGUDA SIN HEMORRAGIA NI PERFORACION;ULCERA PEPTICA-SITIO NO ESPECIFICADO;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K27;11;A
K274;ULCERA PEPTICA-DE SITIO NO ESPECIFICADO-CRONICA O NO ESPECIFICADA-CON HEMORRAGIA;ULCERA PEPTICA-SITIO NO ESPECIFICADO;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K27;11;A
K275;ULCERA PEPTICA-DE SITIO NO ESPECIFICADO-CRONICA O NO ESPECIFICADA-CON PERFORACION;ULCERA PEPTICA-SITIO NO ESPECIFICADO;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K27;11;A
K276;ULCERA PEPTICA-DE SITIO NO ESPECIFICADO-CRONICA O NO ESPECIFICADA-CON HEMORRAGIA Y PERFORACION;ULCERA PEPTICA-SITIO NO ESPECIFICADO;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K27;11;A
K277;ULCERA PEPTICA-DE SITIO NO ESPECIFICADO-CRONICA SIN  HEMORRAGIA NI PERFORACION;ULCERA PEPTICA-SITIO NO ESPECIFICADO;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K27;11;A
K279;ULCERA PEPTICA-DE SITIO NO ESPECIFICADO-NO ESPECIFICADA COMO AGUDA NI CRONICA-SIN  HEMORRAGIA NI PERFORACION;ULCERA PEPTICA-SITIO NO ESPECIFICADO;3;0;120;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K27;11;A
K280;ULCERA GASTROYEYUNAL-AGUDA CON HEMORRAGIA;ULCERA GASTROYEYUNAL;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K28;11;A
K281;ULCERA GASTROYEYUNAL-AGUDA CON PERFORACION;ULCERA GASTROYEYUNAL;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K28;11;A
K282;ULCERA GASTROYEYUNAL-AGUDA CON HEMORRAGIA Y PERFORACION;ULCERA GASTROYEYUNAL;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K28;11;A
K283;ULCERA GASTROYEYUNAL-AGUDA SIN HEMORRAGIA NI PERFORACION;ULCERA GASTROYEYUNAL;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K28;11;A
K284;ULCERA GASTROYEYUNAL-CRONICA O NO ESPECIFICADA-CON HEMORRAGIA;ULCERA GASTROYEYUNAL;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K28;11;A
K285;ULCERA GASTROYEYUNAL-CRONICA O NO ESPECIFICADA-CON PERFORACION;ULCERA GASTROYEYUNAL;3;0;999;11;ENFERMEDADES DEL SISTEMA DIGESTIVO (K00-K93);K28;11;A
